⚠️ File truncated for preview (showing first 0.5MB of 3.4MB)
────────────────────────────────────────────────────────────

timestamp,facility,energy_consumption_kwh,energy_cost_usd,energy_rate_per_kwh,rate_period,water_produced_gallons,energy_efficiency_gal_per_kwh
2024-01-30 04:00:00,Laboratory,4.47,0.36,0.08,Off-Peak,,
2024-01-30 04:00:00,Operations-Center,5.4,0.43,0.08,Off-Peak,,
2024-01-30 05:00:00,Main-Treatment-Plant,671.44,53.72,0.08,Off-Peak,335.7,0.5
2024-01-30 05:00:00,North-Pumping-Station,318.37,25.47,0.08,Off-Peak,382.0,1.2
2024-01-30 05:00:00,South-Pumping-Station,299.21,23.94,0.08,Off-Peak,359.0,1.2
2024-01-30 05:00:00,Desalination-Plant,704.4,56.35,0.08,Off-Peak,352.2,0.5
2024-01-30 05:00:00,Booster-Station-1,253.25,20.26,0.08,Off-Peak,303.9,1.2
2024-01-30 05:00:00,Booster-Station-2,256.79,20.54,0.08,Off-Peak,308.1,1.2
2024-01-30 05:00:00,Admin-Building,4.3,0.34,0.08,Off-Peak,,
2024-01-30 05:00:00,Laboratory,4.97,0.4,0.08,Off-Peak,,
2024-01-30 05:00:00,Operations-Center,5.49,0.44,0.08,Off-Peak,,
2024-01-30 06:00:00,Main-Treatment-Plant,1604.73,192.57,0.12,Mid,802.4,0.5
2024-01-30 06:00:00,North-Pumping-Station,860.5,103.26,0.12,Mid,1032.6,1.2
2024-01-30 06:00:00,South-Pumping-Station,689.19,82.7,0.12,Mid,827.0,1.2
2024-01-30 06:00:00,Desalination-Plant,1942.75,233.13,0.12,Mid,971.4,0.5
2024-01-30 06:00:00,Booster-Station-1,712.95,85.55,0.12,Mid,855.5,1.2
2024-01-30 06:00:00,Booster-Station-2,583.96,70.07,0.12,Mid,700.7,1.2
2024-01-30 06:00:00,Admin-Building,9.04,1.08,0.12,Mid,,
2024-01-30 06:00:00,Laboratory,11.54,1.38,0.12,Mid,,
2024-01-30 06:00:00,Operations-Center,12.69,1.52,0.12,Mid,,
2024-01-30 07:00:00,Main-Treatment-Plant,1745.37,209.44,0.12,Mid,872.7,0.5
2024-01-30 07:00:00,North-Pumping-Station,895.06,107.41,0.12,Mid,1074.1,1.2
2024-01-30 07:00:00,South-Pumping-Station,594.75,71.37,0.12,Mid,713.7,1.2
2024-01-30 07:00:00,Desalination-Plant,1612.44,193.49,0.12,Mid,806.2,0.5
2024-01-30 07:00:00,Booster-Station-1,663.59,79.63,0.12,Mid,796.3,1.2
2024-01-30 07:00:00,Booster-Station-2,817.73,98.13,0.12,Mid,981.3,1.2
2024-01-30 07:00:00,Admin-Building,8.1,0.97,0.12,Mid,,
2024-01-30 07:00:00,Laboratory,14.83,1.78,0.12,Mid,,
2024-01-30 07:00:00,Operations-Center,17.1,2.05,0.12,Mid,,
2024-01-30 08:00:00,Main-Treatment-Plant,1987.16,238.46,0.12,Mid,993.6,0.5
2024-01-30 08:00:00,North-Pumping-Station,886.36,106.36,0.12,Mid,1063.6,1.2
2024-01-30 08:00:00,South-Pumping-Station,678.17,81.38,0.12,Mid,813.8,1.2
2024-01-30 08:00:00,Desalination-Plant,1817.98,218.16,0.12,Mid,909.0,0.5
2024-01-30 08:00:00,Booster-Station-1,710.34,85.24,0.12,Mid,852.4,1.2
2024-01-30 08:00:00,Booster-Station-2,595.97,71.52,0.12,Mid,715.2,1.2
2024-01-30 08:00:00,Admin-Building,148.64,17.84,0.12,Mid,,
2024-01-30 08:00:00,Laboratory,68.59,8.23,0.12,Mid,,
2024-01-30 08:00:00,Operations-Center,111.54,13.39,0.12,Mid,,
2024-01-30 09:00:00,Main-Treatment-Plant,1720.39,206.45,0.12,Mid,860.2,0.5
2024-01-30 09:00:00,North-Pumping-Station,794.19,95.3,0.12,Mid,953.0,1.2
2024-01-30 09:00:00,South-Pumping-Station,638.34,76.6,0.12,Mid,766.0,1.2
2024-01-30 09:00:00,Desalination-Plant,1863.91,223.67,0.12,Mid,932.0,0.5
2024-01-30 09:00:00,Booster-Station-1,683.86,82.06,0.12,Mid,820.6,1.2
2024-01-30 09:00:00,Booster-Station-2,601.0,72.12,0.12,Mid,721.2,1.2
2024-01-30 09:00:00,Admin-Building,132.51,15.9,0.12,Mid,,
2024-01-30 09:00:00,Laboratory,123.99,14.88,0.12,Mid,,
2024-01-30 09:00:00,Operations-Center,154.15,18.5,0.12,Mid,,
2024-01-30 10:00:00,Main-Treatment-Plant,1336.4,160.37,0.12,Mid,668.2,0.5
2024-01-30 10:00:00,North-Pumping-Station,649.77,77.97,0.12,Mid,779.7,1.2
2024-01-30 10:00:00,South-Pumping-Station,428.04,51.37,0.12,Mid,513.7,1.2
2024-01-30 10:00:00,Desalination-Plant,1167.96,140.15,0.12,Mid,584.0,0.5
2024-01-30 10:00:00,Booster-Station-1,521.08,62.53,0.12,Mid,625.3,1.2
2024-01-30 10:00:00,Booster-Station-2,472.68,56.72,0.12,Mid,567.2,1.2
2024-01-30 10:00:00,Admin-Building,84.03,10.08,0.12,Mid,,
2024-01-30 10:00:00,Laboratory,87.15,10.46,0.12,Mid,,
2024-01-30 10:00:00,Operations-Center,83.93,10.07,0.12,Mid,,
2024-01-30 11:00:00,Main-Treatment-Plant,1265.75,151.89,0.12,Mid,632.9,0.5
2024-01-30 11:00:00,North-Pumping-Station,511.86,61.42,0.12,Mid,614.2,1.2
2024-01-30 11:00:00,South-Pumping-Station,472.0,56.64,0.12,Mid,566.4,1.2
2024-01-30 11:00:00,Desalination-Plant,1134.28,136.11,0.12,Mid,567.1,0.5
2024-01-30 11:00:00,Booster-Station-1,455.69,54.68,0.12,Mid,546.8,1.2
2024-01-30 11:00:00,Booster-Station-2,475.27,57.03,0.12,Mid,570.3,1.2
2024-01-30 11:00:00,Admin-Building,63.86,7.66,0.12,Mid,,
2024-01-30 11:00:00,Laboratory,71.34,8.56,0.12,Mid,,
2024-01-30 11:00:00,Operations-Center,89.26,10.71,0.12,Mid,,
2024-01-30 12:00:00,Main-Treatment-Plant,1199.34,143.92,0.12,Mid,599.7,0.5
2024-01-30 12:00:00,North-Pumping-Station,679.68,81.56,0.12,Mid,815.6,1.2
2024-01-30 12:00:00,South-Pumping-Station,449.65,53.96,0.12,Mid,539.6,1.2
2024-01-30 12:00:00,Desalination-Plant,1207.55,144.91,0.12,Mid,603.8,0.5
2024-01-30 12:00:00,Booster-Station-1,490.57,58.87,0.12,Mid,588.7,1.2
2024-01-30 12:00:00,Booster-Station-2,486.76,58.41,0.12,Mid,584.1,1.2
2024-01-30 12:00:00,Admin-Building,81.16,9.74,0.12,Mid,,
2024-01-30 12:00:00,Laboratory,83.61,10.03,0.12,Mid,,
2024-01-30 12:00:00,Operations-Center,79.5,9.54,0.12,Mid,,
2024-01-30 13:00:00,Main-Treatment-Plant,1238.43,148.61,0.12,Mid,619.2,0.5
2024-01-30 13:00:00,North-Pumping-Station,572.53,68.7,0.12,Mid,687.0,1.2
2024-01-30 13:00:00,South-Pumping-Station,471.62,56.59,0.12,Mid,565.9,1.2
2024-01-30 13:00:00,Desalination-Plant,1203.16,144.38,0.12,Mid,601.6,0.5
2024-01-30 13:00:00,Booster-Station-1,498.71,59.85,0.12,Mid,598.5,1.2
2024-01-30 13:00:00,Booster-Station-2,394.54,47.35,0.12,Mid,473.5,1.2
2024-01-30 13:00:00,Admin-Building,83.82,10.06,0.12,Mid,,
2024-01-30 13:00:00,Laboratory,84.05,10.09,0.12,Mid,,
2024-01-30 13:00:00,Operations-Center,93.04,11.16,0.12,Mid,,
2024-01-30 14:00:00,Main-Treatment-Plant,1192.96,214.73,0.18,Peak,596.5,0.5
2024-01-30 14:00:00,North-Pumping-Station,493.98,88.92,0.18,Peak,592.8,1.2
2024-01-30 14:00:00,South-Pumping-Station,344.41,61.99,0.18,Peak,413.3,1.2
2024-01-30 14:00:00,Desalination-Plant,1263.12,227.36,0.18,Peak,631.6,0.5
2024-01-30 14:00:00,Booster-Station-1,480.95,86.57,0.18,Peak,577.1,1.2
2024-01-30 14:00:00,Booster-Station-2,455.56,82.0,0.18,Peak,546.7,1.2
2024-01-30 14:00:00,Admin-Building,57.8,10.4,0.18,Peak,,
2024-01-30 14:00:00,Laboratory,77.59,13.97,0.18,Peak,,
2024-01-30 14:00:00,Operations-Center,80.84,14.55,0.18,Peak,,
2024-01-30 15:00:00,Main-Treatment-Plant,1139.35,205.08,0.18,Peak,569.7,0.5
2024-01-30 15:00:00,North-Pumping-Station,622.0,111.96,0.18,Peak,746.4,1.2
2024-01-30 15:00:00,South-Pumping-Station,448.59,80.75,0.18,Peak,538.3,1.2
2024-01-30 15:00:00,Desalination-Plant,1131.3,203.63,0.18,Peak,565.6,0.5
2024-01-30 15:00:00,Booster-Station-1,434.9,78.28,0.18,Peak,521.9,1.2
2024-01-30 15:00:00,Booster-Station-2,481.16,86.61,0.18,Peak,577.4,1.2
2024-01-30 15:00:00,Admin-Building,61.65,11.1,0.18,Peak,,
2024-01-30 15:00:00,Laboratory,83.16,14.97,0.18,Peak,,
2024-01-30 15:00:00,Operations-Center,92.26,16.61,0.18,Peak,,
2024-01-30 16:00:00,Main-Treatment-Plant,1277.94,230.03,0.18,Peak,639.0,0.5
2024-01-30 16:00:00,North-Pumping-Station,528.26,95.09,0.18,Peak,633.9,1.2
2024-01-30 16:00:00,South-Pumping-Station,431.34,77.64,0.18,Peak,517.6,1.2
2024-01-30 16:00:00,Desalination-Plant,1138.25,204.88,0.18,Peak,569.1,0.5
2024-01-30 16:00:00,Booster-Station-1,470.98,84.78,0.18,Peak,565.2,1.2
2024-01-30 16:00:00,Booster-Station-2,383.34,69.0,0.18,Peak,460.0,1.2
2024-01-30 16:00:00,Admin-Building,84.24,15.16,0.18,Peak,,
2024-01-30 16:00:00,Laboratory,84.07,15.13,0.18,Peak,,
2024-01-30 16:00:00,Operations-Center,77.01,13.86,0.18,Peak,,
2024-01-30 17:00:00,Main-Treatment-Plant,1074.13,193.34,0.18,Peak,537.1,0.5
2024-01-30 17:00:00,North-Pumping-Station,590.14,106.23,0.18,Peak,708.2,1.2
2024-01-30 17:00:00,South-Pumping-Station,456.41,82.15,0.18,Peak,547.7,1.2
2024-01-30 17:00:00,Desalination-Plant,1051.64,189.3,0.18,Peak,525.8,0.5
2024-01-30 17:00:00,Booster-Station-1,456.01,82.08,0.18,Peak,547.2,1.2
2024-01-30 17:00:00,Booster-Station-2,357.22,64.3,0.18,Peak,428.7,1.2
2024-01-30 17:00:00,Admin-Building,86.97,15.66,0.18,Peak,,
2024-01-30 17:00:00,Laboratory,77.66,13.98,0.18,Peak,,
2024-01-30 17:00:00,Operations-Center,101.13,18.2,0.18,Peak,,
2024-01-30 18:00:00,Main-Treatment-Plant,1609.69,289.74,0.18,Peak,804.8,0.5
2024-01-30 18:00:00,North-Pumping-Station,791.87,142.54,0.18,Peak,950.2,1.2
2024-01-30 18:00:00,South-Pumping-Station,558.86,100.6,0.18,Peak,670.6,1.2
2024-01-30 18:00:00,Desalination-Plant,1762.27,317.21,0.18,Peak,881.1,0.5
2024-01-30 18:00:00,Booster-Station-1,586.08,105.49,0.18,Peak,703.3,1.2
2024-01-30 18:00:00,Booster-Station-2,618.39,111.31,0.18,Peak,742.1,1.2
2024-01-30 18:00:00,Admin-Building,9.81,1.77,0.18,Peak,,
2024-01-30 18:00:00,Laboratory,9.99,1.8,0.18,Peak,,
2024-01-30 18:00:00,Operations-Center,10.69,1.92,0.18,Peak,,
2024-01-30 19:00:00,Main-Treatment-Plant,1731.03,311.59,0.18,Peak,865.5,0.5
2024-01-30 19:00:00,North-Pumping-Station,734.86,132.27,0.18,Peak,881.8,1.2
2024-01-30 19:00:00,South-Pumping-Station,665.88,119.86,0.18,Peak,799.1,1.2
2024-01-30 19:00:00,Desalination-Plant,1652.94,297.53,0.18,Peak,826.5,0.5
2024-01-30 19:00:00,Booster-Station-1,622.59,112.07,0.18,Peak,747.1,1.2
2024-01-30 19:00:00,Booster-Station-2,727.38,130.93,0.18,Peak,872.9,1.2
2024-01-30 19:00:00,Admin-Building,11.93,2.15,0.18,Peak,,
2024-01-30 19:00:00,Laboratory,9.5,1.71,0.18,Peak,,
2024-01-30 19:00:00,Operations-Center,11.29,2.03,0.18,Peak,,
2024-01-30 20:00:00,Main-Treatment-Plant,1843.32,331.8,0.18,Peak,921.7,0.5
2024-01-30 20:00:00,North-Pumping-Station,786.55,141.58,0.18,Peak,943.9,1.2
2024-01-30 20:00:00,South-Pumping-Station,623.24,112.18,0.18,Peak,747.9,1.2
2024-01-30 20:00:00,Desalination-Plant,1802.76,324.5,0.18,Peak,901.4,0.5
2024-01-30 20:00:00,Booster-Station-1,605.91,109.06,0.18,Peak,727.1,1.2
2024-01-30 20:00:00,Booster-Station-2,563.9,101.5,0.18,Peak,676.7,1.2
2024-01-30 20:00:00,Admin-Building,10.36,1.86,0.18,Peak,,
2024-01-30 20:00:00,Laboratory,13.11,2.36,0.18,Peak,,
2024-01-30 20:00:00,Operations-Center,8.56,1.54,0.18,Peak,,
2024-01-30 21:00:00,Main-Treatment-Plant,1631.59,195.79,0.12,Mid,815.8,0.5
2024-01-30 21:00:00,North-Pumping-Station,738.72,88.65,0.12,Mid,886.5,1.2
2024-01-30 21:00:00,South-Pumping-Station,637.1,76.45,0.12,Mid,764.5,1.2
2024-01-30 21:00:00,Desalination-Plant,1841.72,221.01,0.12,Mid,920.9,0.5
2024-01-30 21:00:00,Booster-Station-1,576.25,69.15,0.12,Mid,691.5,1.2
2024-01-30 21:00:00,Booster-Station-2,704.54,84.54,0.12,Mid,845.4,1.2
2024-01-30 21:00:00,Admin-Building,14.83,1.78,0.12,Mid,,
2024-01-30 21:00:00,Laboratory,9.44,1.13,0.12,Mid,,
2024-01-30 21:00:00,Operations-Center,8.28,0.99,0.12,Mid,,
2024-01-30 22:00:00,Main-Treatment-Plant,1254.77,150.57,0.12,Mid,627.4,0.5
2024-01-30 22:00:00,North-Pumping-Station,510.5,61.26,0.12,Mid,612.6,1.2
2024-01-30 22:00:00,South-Pumping-Station,451.24,54.15,0.12,Mid,541.5,1.2
2024-01-30 22:00:00,Desalination-Plant,1271.93,152.63,0.12,Mid,636.0,0.5
2024-01-30 22:00:00,Booster-Station-1,425.6,51.07,0.12,Mid,510.7,1.2
2024-01-30 22:00:00,Booster-Station-2,464.81,55.78,0.12,Mid,557.8,1.2
2024-01-30 22:00:00,Admin-Building,6.66,0.8,0.12,Mid,,
2024-01-30 22:00:00,Laboratory,8.25,0.99,0.12,Mid,,
2024-01-30 22:00:00,Operations-Center,10.17,1.22,0.12,Mid,,
2024-01-30 23:00:00,Main-Treatment-Plant,1258.15,150.98,0.12,Mid,629.1,0.5
2024-01-30 23:00:00,North-Pumping-Station,512.54,61.5,0.12,Mid,615.0,1.2
2024-01-30 23:00:00,South-Pumping-Station,485.93,58.31,0.12,Mid,583.1,1.2
2024-01-30 23:00:00,Desalination-Plant,1073.6,128.83,0.12,Mid,536.8,0.5
2024-01-30 23:00:00,Booster-Station-1,458.48,55.02,0.12,Mid,550.2,1.2
2024-01-30 23:00:00,Booster-Station-2,430.26,51.63,0.12,Mid,516.3,1.2
2024-01-30 23:00:00,Admin-Building,5.81,0.7,0.12,Mid,,
2024-01-30 23:00:00,Laboratory,8.68,1.04,0.12,Mid,,
2024-01-30 23:00:00,Operations-Center,7.85,0.94,0.12,Mid,,
2024-01-31 00:00:00,Main-Treatment-Plant,727.98,58.24,0.08,Off-Peak,364.0,0.5
2024-01-31 00:00:00,North-Pumping-Station,286.18,22.89,0.08,Off-Peak,343.4,1.2
2024-01-31 00:00:00,South-Pumping-Station,257.04,20.56,0.08,Off-Peak,308.5,1.2
2024-01-31 00:00:00,Desalination-Plant,714.44,57.15,0.08,Off-Peak,357.2,0.5
2024-01-31 00:00:00,Booster-Station-1,283.6,22.69,0.08,Off-Peak,340.3,1.2
2024-01-31 00:00:00,Booster-Station-2,264.05,21.12,0.08,Off-Peak,316.9,1.2
2024-01-31 00:00:00,Admin-Building,5.12,0.41,0.08,Off-Peak,,
2024-01-31 00:00:00,Laboratory,5.21,0.42,0.08,Off-Peak,,
2024-01-31 00:00:00,Operations-Center,5.5,0.44,0.08,Off-Peak,,
2024-01-31 01:00:00,Main-Treatment-Plant,634.33,50.75,0.08,Off-Peak,317.2,0.5
2024-01-31 01:00:00,North-Pumping-Station,322.32,25.79,0.08,Off-Peak,386.8,1.2
2024-01-31 01:00:00,South-Pumping-Station,272.85,21.83,0.08,Off-Peak,327.4,1.2
2024-01-31 01:00:00,Desalination-Plant,612.29,48.98,0.08,Off-Peak,306.1,0.5
2024-01-31 01:00:00,Booster-Station-1,271.05,21.68,0.08,Off-Peak,325.3,1.2
2024-01-31 01:00:00,Booster-Station-2,278.4,22.27,0.08,Off-Peak,334.1,1.2
2024-01-31 01:00:00,Admin-Building,4.43,0.35,0.08,Off-Peak,,
2024-01-31 01:00:00,Laboratory,3.11,0.25,0.08,Off-Peak,,
2024-01-31 01:00:00,Operations-Center,5.24,0.42,0.08,Off-Peak,,
2024-01-31 02:00:00,Main-Treatment-Plant,768.12,61.45,0.08,Off-Peak,384.1,0.5
2024-01-31 02:00:00,North-Pumping-Station,352.91,28.23,0.08,Off-Peak,423.5,1.2
2024-01-31 02:00:00,South-Pumping-Station,301.59,24.13,0.08,Off-Peak,361.9,1.2
2024-01-31 02:00:00,Desalination-Plant,679.58,54.37,0.08,Off-Peak,339.8,0.5
2024-01-31 02:00:00,Booster-Station-1,254.12,20.33,0.08,Off-Peak,304.9,1.2
2024-01-31 02:00:00,Booster-Station-2,225.9,18.07,0.08,Off-Peak,271.1,1.2
2024-01-31 02:00:00,Admin-Building,4.43,0.35,0.08,Off-Peak,,
2024-01-31 02:00:00,Laboratory,3.83,0.31,0.08,Off-Peak,,
2024-01-31 02:00:00,Operations-Center,4.45,0.36,0.08,Off-Peak,,
2024-01-31 03:00:00,Main-Treatment-Plant,826.08,66.09,0.08,Off-Peak,413.0,0.5
2024-01-31 03:00:00,North-Pumping-Station,341.92,27.35,0.08,Off-Peak,410.3,1.2
2024-01-31 03:00:00,South-Pumping-Station,268.33,21.47,0.08,Off-Peak,322.0,1.2
2024-01-31 03:00:00,Desalination-Plant,660.53,52.84,0.08,Off-Peak,330.3,0.5
2024-01-31 03:00:00,Booster-Station-1,257.05,20.56,0.08,Off-Peak,308.5,1.2
2024-01-31 03:00:00,Booster-Station-2,285.15,22.81,0.08,Off-Peak,342.2,1.2
2024-01-31 03:00:00,Admin-Building,4.88,0.39,0.08,Off-Peak,,
2024-01-31 03:00:00,Laboratory,5.13,0.41,0.08,Off-Peak,,
2024-01-31 03:00:00,Operations-Center,3.79,0.3,0.08,Off-Peak,,
2024-01-31 04:00:00,Main-Treatment-Plant,699.8,55.98,0.08,Off-Peak,349.9,0.5
2024-01-31 04:00:00,North-Pumping-Station,284.48,22.76,0.08,Off-Peak,341.4,1.2
2024-01-31 04:00:00,South-Pumping-Station,264.21,21.14,0.08,Off-Peak,317.1,1.2
2024-01-31 04:00:00,Desalination-Plant,719.12,57.53,0.08,Off-Peak,359.6,0.5
2024-01-31 04:00:00,Booster-Station-1,266.77,21.34,0.08,Off-Peak,320.1,1.2
2024-01-31 04:00:00,Booster-Station-2,284.4,22.75,0.08,Off-Peak,341.3,1.2
2024-01-31 04:00:00,Admin-Building,5.46,0.44,0.08,Off-Peak,,
2024-01-31 04:00:00,Laboratory,4.61,0.37,0.08,Off-Peak,,
2024-01-31 04:00:00,Operations-Center,3.82,0.31,0.08,Off-Peak,,
2024-01-31 05:00:00,Main-Treatment-Plant,680.31,54.43,0.08,Off-Peak,340.2,0.5
2024-01-31 05:00:00,North-Pumping-Station,336.59,26.93,0.08,Off-Peak,403.9,1.2
2024-01-31 05:00:00,South-Pumping-Station,271.64,21.73,0.08,Off-Peak,326.0,1.2
2024-01-31 05:00:00,Desalination-Plant,731.68,58.53,0.08,Off-Peak,365.8,0.5
2024-01-31 05:00:00,Booster-Station-1,250.01,20.0,0.08,Off-Peak,300.0,1.2
2024-01-31 05:00:00,Booster-Station-2,287.88,23.03,0.08,Off-Peak,345.5,1.2
2024-01-31 05:00:00,Admin-Building,3.18,0.25,0.08,Off-Peak,,
2024-01-31 05:00:00,Laboratory,4.36,0.35,0.08,Off-Peak,,
2024-01-31 05:00:00,Operations-Center,5.43,0.43,0.08,Off-Peak,,
2024-01-31 06:00:00,Main-Treatment-Plant,1707.89,204.95,0.12,Mid,853.9,0.5
2024-01-31 06:00:00,North-Pumping-Station,863.36,103.6,0.12,Mid,1036.0,1.2
2024-01-31 06:00:00,South-Pumping-Station,653.51,78.42,0.12,Mid,784.2,1.2
2024-01-31 06:00:00,Desalination-Plant,1764.15,211.7,0.12,Mid,882.1,0.5
2024-01-31 06:00:00,Booster-Station-1,644.67,77.36,0.12,Mid,773.6,1.2
2024-01-31 06:00:00,Booster-Station-2,728.41,87.41,0.12,Mid,874.1,1.2
2024-01-31 06:00:00,Admin-Building,11.97,1.44,0.12,Mid,,
2024-01-31 06:00:00,Laboratory,8.36,1.0,0.12,Mid,,
2024-01-31 06:00:00,Operations-Center,12.17,1.46,0.12,Mid,,
2024-01-31 07:00:00,Main-Treatment-Plant,1739.95,208.79,0.12,Mid,870.0,0.5
2024-01-31 07:00:00,North-Pumping-Station,895.66,107.48,0.12,Mid,1074.8,1.2
2024-01-31 07:00:00,South-Pumping-Station,649.6,77.95,0.12,Mid,779.5,1.2
2024-01-31 07:00:00,Desalination-Plant,1910.1,229.21,0.12,Mid,955.1,0.5
2024-01-31 07:00:00,Booster-Station-1,636.3,76.36,0.12,Mid,763.6,1.2
2024-01-31 07:00:00,Booster-Station-2,673.58,80.83,0.12,Mid,808.3,1.2
2024-01-31 07:00:00,Admin-Building,15.4,1.85,0.12,Mid,,
2024-01-31 07:00:00,Laboratory,8.56,1.03,0.12,Mid,,
2024-01-31 07:00:00,Operations-Center,11.35,1.36,0.12,Mid,,
2024-01-31 08:00:00,Main-Treatment-Plant,1663.38,199.61,0.12,Mid,831.7,0.5
2024-01-31 08:00:00,North-Pumping-Station,992.39,119.09,0.12,Mid,1190.9,1.2
2024-01-31 08:00:00,South-Pumping-Station,607.31,72.88,0.12,Mid,728.8,1.2
2024-01-31 08:00:00,Desalination-Plant,1888.26,226.59,0.12,Mid,944.1,0.5
2024-01-31 08:00:00,Booster-Station-1,620.43,74.45,0.12,Mid,744.5,1.2
2024-01-31 08:00:00,Booster-Station-2,748.49,89.82,0.12,Mid,898.2,1.2
2024-01-31 08:00:00,Admin-Building,89.92,10.79,0.12,Mid,,
2024-01-31 08:00:00,Laboratory,106.19,12.74,0.12,Mid,,
2024-01-31 08:00:00,Operations-Center,82.26,9.87,0.12,Mid,,
2024-01-31 09:00:00,Main-Treatment-Plant,1855.08,222.61,0.12,Mid,927.5,0.5
2024-01-31 09:00:00,North-Pumping-Station,774.21,92.91,0.12,Mid,929.1,1.2
2024-01-31 09:00:00,South-Pumping-Station,655.49,78.66,0.12,Mid,786.6,1.2
2024-01-31 09:00:00,Desalination-Plant,1588.11,190.57,0.12,Mid,794.1,0.5
2024-01-31 09:00:00,Booster-Station-1,709.87,85.18,0.12,Mid,851.8,1.2
2024-01-31 09:00:00,Booster-Station-2,619.42,74.33,0.12,Mid,743.3,1.2
2024-01-31 09:00:00,Admin-Building,118.74,14.25,0.12,Mid,,
2024-01-31 09:00:00,Laboratory,84.43,10.13,0.12,Mid,,
2024-01-31 09:00:00,Operations-Center,93.94,11.27,0.12,Mid,,
2024-01-31 10:00:00,Main-Treatment-Plant,1104.29,132.51,0.12,Mid,552.1,0.5
2024-01-31 10:00:00,North-Pumping-Station,512.62,61.51,0.12,Mid,615.1,1.2
2024-01-31 10:00:00,South-Pumping-Station,471.72,56.61,0.12,Mid,566.1,1.2
2024-01-31 10:00:00,Desalination-Plant,1206.1,144.73,0.12,Mid,603.1,0.5
2024-01-31 10:00:00,Booster-Station-1,456.19,54.74,0.12,Mid,547.4,1.2
2024-01-31 10:00:00,Booster-Station-2,431.17,51.74,0.12,Mid,517.4,1.2
2024-01-31 10:00:00,Admin-Building,38.66,4.64,0.12,Mid,,
2024-01-31 10:00:00,Laboratory,76.16,9.14,0.12,Mid,,
2024-01-31 10:00:00,Operations-Center,66.21,7.95,0.12,Mid,,
2024-01-31 11:00:00,Main-Treatment-Plant,1242.4,149.09,0.12,Mid,621.2,0.5
2024-01-31 11:00:00,North-Pumping-Station,496.97,59.64,0.12,Mid,596.4,1.2
2024-01-31 11:00:00,South-Pumping-Station,462.87,55.54,0.12,Mid,555.4,1.2
2024-01-31 11:00:00,Desalination-Plant,1300.52,156.06,0.12,Mid,650.3,0.5
2024-01-31 11:00:00,Booster-Station-1,470.94,56.51,0.12,Mid,565.1,1.2
2024-01-31 11:00:00,Booster-Station-2,436.09,52.33,0.12,Mid,523.3,1.2
2024-01-31 11:00:00,Admin-Building,42.16,5.06,0.12,Mid,,
2024-01-31 11:00:00,Laboratory,96.64,11.6,0.12,Mid,,
2024-01-31 11:00:00,Operations-Center,57.07,6.85,0.12,Mid,,
2024-01-31 12:00:00,Main-Treatment-Plant,1275.59,153.07,0.12,Mid,637.8,0.5
2024-01-31 12:00:00,North-Pumping-Station,571.8,68.62,0.12,Mid,686.2,1.2
2024-01-31 12:00:00,South-Pumping-Station,393.39,47.21,0.12,Mid,472.1,1.2
2024-01-31 12:00:00,Desalination-Plant,1202.05,144.25,0.12,Mid,601.0,0.5
2024-01-31 12:00:00,Booster-Station-1,420.95,50.51,0.12,Mid,505.1,1.2
2024-01-31 12:00:00,Booster-Station-2,487.01,58.44,0.12,Mid,584.4,1.2
2024-01-31 12:00:00,Admin-Building,95.58,11.47,0.12,Mid,,
2024-01-31 12:00:00,Laboratory,59.43,7.13,0.12,Mid,,
2024-01-31 12:00:00,Operations-Center,84.74,10.17,0.12,Mid,,
2024-01-31 13:00:00,Main-Treatment-Plant,1101.85,132.22,0.12,Mid,550.9,0.5
2024-01-31 13:00:00,North-Pumping-Station,613.21,73.58,0.12,Mid,735.8,1.2
2024-01-31 13:00:00,South-Pumping-Station,510.71,61.28,0.12,Mid,612.8,1.2
2024-01-31 13:00:00,Desalination-Plant,1203.24,144.39,0.12,Mid,601.6,0.5
2024-01-31 13:00:00,Booster-Station-1,444.67,53.36,0.12,Mid,533.6,1.2
2024-01-31 13:00:00,Booster-Station-2,528.65,63.44,0.12,Mid,634.4,1.2
2024-01-31 13:00:00,Admin-Building,73.29,8.79,0.12,Mid,,
2024-01-31 13:00:00,Laboratory,79.23,9.51,0.12,Mid,,
2024-01-31 13:00:00,Operations-Center,71.83,8.62,0.12,Mid,,
2024-01-31 14:00:00,Main-Treatment-Plant,1101.91,198.34,0.18,Peak,551.0,0.5
2024-01-31 14:00:00,North-Pumping-Station,584.73,105.25,0.18,Peak,701.7,1.2
2024-01-31 14:00:00,South-Pumping-Station,446.6,80.39,0.18,Peak,535.9,1.2
2024-01-31 14:00:00,Desalination-Plant,1245.61,224.21,0.18,Peak,622.8,0.5
2024-01-31 14:00:00,Booster-Station-1,446.54,80.38,0.18,Peak,535.8,1.2
2024-01-31 14:00:00,Booster-Station-2,506.24,91.12,0.18,Peak,607.5,1.2
2024-01-31 14:00:00,Admin-Building,66.96,12.05,0.18,Peak,,
2024-01-31 14:00:00,Laboratory,78.2,14.08,0.18,Peak,,
2024-01-31 14:00:00,Operations-Center,61.58,11.08,0.18,Peak,,
2024-01-31 15:00:00,Main-Treatment-Plant,1131.05,203.59,0.18,Peak,565.5,0.5
2024-01-31 15:00:00,North-Pumping-Station,565.52,101.79,0.18,Peak,678.6,1.2
2024-01-31 15:00:00,South-Pumping-Station,442.17,79.59,0.18,Peak,530.6,1.2
