complaint_id,customer_id,complaint_date,complaint_type,priority,status,location,resolution_date,resolution_hours,customer_satisfied
COMP-00596,CUST-03982,2024-06-28 00:00:00,Service-Interruption,Medium,Closed,Zone-E-West,2024-07-01 14:21:56,86.4,Pending
COMP-01085,CUST-02091,2024-06-28 00:00:00,Low-Pressure,Medium,Closed,Zone-H-Hills,2024-07-02 10:16:20,106.3,Yes
COMP-01399,CUST-04453,2024-06-28 00:00:00,Billing-Error,Medium,Closed,Zone-G-Coastal,2024-06-29 22:38:40,46.6,No
COMP-01699,CUST-00809,2024-06-28 00:00:00,Billing-Error,Medium,Closed,Zone-E-West,2024-07-02 05:43:06,101.7,Yes
COMP-00075,CUST-00790,2024-06-29 00:00:00,Connection-Request,Critical,Resolved,Station-07-Hospital,2024-06-29 04:43:06,4.7,Yes
COMP-00228,CUST-00442,2024-06-29 00:00:00,Service-Interruption,Medium,Closed,Station-07-Hospital,2024-07-03 15:15:54,111.3,Pending
COMP-00675,CUST-01465,2024-06-29 00:00:00,Connection-Request,Medium,Closed,Station-11-Suburb-East,2024-06-30 14:07:50,38.1,No
COMP-00893,CUST-04470,2024-06-29 00:00:00,High-Bill,Medium,Resolved,Station-06-Airport,2024-07-01 13:15:33,61.3,Yes
COMP-01011,CUST-03101,2024-06-29 00:00:00,Low-Pressure,Medium,Resolved,Zone-H-Hills,2024-07-02 20:29:42,92.5,No
COMP-01036,CUST-02672,2024-06-29 00:00:00,Meter-Issue,Medium,Closed,Zone-F-Industrial,2024-06-30 09:35:25,33.6,Pending
COMP-01513,CUST-01829,2024-06-29 00:00:00,Water-Quality,High,Resolved,Station-06-Airport,2024-06-30 12:27:29,36.5,No
COMP-00265,CUST-04872,2024-06-30 00:00:00,High-Bill,Low,Closed,Station-02-Industrial,2024-07-07 13:13:47,181.2,No
COMP-00933,CUST-00983,2024-06-30 00:00:00,High-Bill,Low,Resolved,Zone-A-Downtown,2024-07-06 03:50:17,147.8,Pending
COMP-01087,CUST-01577,2024-06-30 00:00:00,High-Bill,High,Closed,Station-05-Coastal,2024-07-01 11:04:54,35.1,Yes
COMP-01670,CUST-03271,2024-06-30 00:00:00,Service-Interruption,High,Closed,Station-05-Coastal,2024-06-30 15:30:44,15.5,Pending
COMP-01859,CUST-00276,2024-06-30 00:00:00,Service-Interruption,Medium,Closed,Station-03-Residential-North,2024-07-01 15:34:33,39.6,No
COMP-01870,CUST-01394,2024-06-30 00:00:00,Meter-Issue,Medium,Resolved,Station-02-Industrial,2024-07-01 01:54:43,25.9,Pending
COMP-00158,CUST-01305,2024-07-01 00:00:00,Service-Interruption,Medium,Resolved,Zone-B-North,2024-07-03 03:03:06,51.1,Yes
COMP-00196,CUST-04826,2024-07-01 00:00:00,Low-Pressure,Low,Resolved,Zone-F-Industrial,2024-07-07 02:36:14,146.6,Yes
COMP-00201,CUST-02838,2024-07-01 00:00:00,Leak-Reported,High,Closed,Zone-E-West,2024-07-02 09:37:54,33.6,Pending
COMP-00555,CUST-02051,2024-07-01 00:00:00,Water-Quality,High,Closed,Station-05-Coastal,2024-07-01 18:53:21,18.9,No
COMP-00557,CUST-01008,2024-07-01 00:00:00,Water-Quality,Low,Closed,Station-12-Suburb-West,2024-07-03 16:38:49,64.6,No
COMP-00580,CUST-00535,2024-07-01 00:00:00,High-Bill,High,Resolved,Station-04-Residential-South,2024-07-02 10:19:11,34.3,No
COMP-00738,CUST-01498,2024-07-01 00:00:00,Customer-Service,Medium,Closed,Station-04-Residential-South,2024-07-02 07:15:17,31.3,Yes
COMP-01383,CUST-00832,2024-07-01 00:00:00,Meter-Issue,Critical,Closed,Station-02-Industrial,2024-07-01 03:39:30,3.7,Yes
COMP-00260,CUST-04343,2024-07-02 00:00:00,Other,Low,Closed,Zone-C-South,2024-07-09 19:54:22,187.9,Pending
COMP-00674,CUST-03316,2024-07-02 00:00:00,Billing-Error,High,Closed,Zone-C-South,2024-07-03 10:04:21,34.1,Pending
COMP-00747,CUST-03014,2024-07-02 00:00:00,Water-Quality,Critical,Closed,Station-04-Residential-South,2024-07-02 07:56:55,7.9,No
COMP-00994,CUST-04216,2024-07-02 00:00:00,Leak-Reported,High,Closed,Station-10-Port,2024-07-02 10:39:13,10.7,Yes
COMP-01322,CUST-02852,2024-07-02 00:00:00,High-Bill,High,In-Progress,Station-05-Coastal,,,
COMP-01425,CUST-03284,2024-07-02 00:00:00,Billing-Error,High,Closed,Zone-H-Hills,2024-07-02 14:05:38,14.1,Pending
COMP-01534,CUST-01416,2024-07-02 00:00:00,Leak-Reported,High,Closed,Zone-B-North,2024-07-02 07:55:51,7.9,Yes
COMP-01890,CUST-04595,2024-07-02 00:00:00,Connection-Request,Low,Closed,Station-01-Downtown,2024-07-06 20:08:46,116.1,Pending
COMP-01917,CUST-04754,2024-07-02 00:00:00,High-Bill,Medium,Closed,Zone-H-Hills,2024-07-05 22:21:10,94.4,No
COMP-00847,CUST-00702,2024-07-03 00:00:00,Billing-Error,Low,Closed,Zone-B-North,2024-07-08 06:39:40,126.7,Yes
COMP-01212,CUST-02819,2024-07-03 00:00:00,Customer-Service,Low,Closed,Station-01-Downtown,2024-07-05 03:19:01,51.3,Yes
COMP-01335,CUST-03081,2024-07-03 00:00:00,High-Bill,High,Open,Station-04-Residential-South,,,
COMP-01452,CUST-04019,2024-07-03 00:00:00,Low-Pressure,Medium,Closed,Zone-A-Downtown,2024-07-06 10:03:04,82.1,Pending
COMP-00360,CUST-04421,2024-07-04 00:00:00,Other,High,Closed,Station-02-Industrial,2024-07-05 18:50:00,42.8,Yes
COMP-00529,CUST-02606,2024-07-04 00:00:00,Leak-Reported,High,Closed,Zone-F-Industrial,2024-07-04 12:24:39,12.4,Pending
COMP-00641,CUST-03309,2024-07-04 00:00:00,Service-Interruption,Critical,Closed,Station-09-Mall,2024-07-04 05:37:01,5.6,No
COMP-00826,CUST-00488,2024-07-04 00:00:00,Billing-Error,Low,Resolved,Zone-E-West,2024-07-11 15:10:50,183.2,Yes
COMP-00854,CUST-04607,2024-07-04 00:00:00,High-Bill,High,Closed,Station-01-Downtown,2024-07-05 07:36:17,31.6,Pending
COMP-01176,CUST-01780,2024-07-04 00:00:00,Water-Quality,High,Resolved,Station-02-Industrial,2024-07-04 09:21:17,9.4,Pending
COMP-01430,CUST-00603,2024-07-04 00:00:00,Billing-Error,High,Closed,Station-08-University,2024-07-04 06:32:48,6.5,Pending
COMP-01697,CUST-01701,2024-07-04 00:00:00,Billing-Error,Low,Resolved,Zone-C-South,2024-07-06 06:40:17,54.7,No
COMP-01896,CUST-04435,2024-07-04 00:00:00,Low-Pressure,Critical,Closed,Station-05-Coastal,2024-07-04 04:59:59,5.0,Yes
COMP-01999,CUST-04029,2024-07-04 00:00:00,Customer-Service,High,Closed,Station-01-Downtown,2024-07-05 12:52:04,36.9,No
COMP-00232,CUST-00690,2024-07-05 00:00:00,High-Bill,High,Resolved,Station-08-University,2024-07-05 16:31:46,16.5,Pending
COMP-00237,CUST-01498,2024-07-05 00:00:00,Other,High,Closed,Station-10-Port,2024-07-05 08:42:01,8.7,Yes
COMP-00982,CUST-00158,2024-07-05 00:00:00,Water-Quality,Low,Resolved,Station-12-Suburb-West,2024-07-12 16:56:39,184.9,No
COMP-01132,CUST-01540,2024-07-05 00:00:00,Service-Interruption,High,Closed,Zone-F-Industrial,2024-07-06 06:52:47,30.9,Yes
COMP-01427,CUST-04073,2024-07-05 00:00:00,High-Bill,High,Closed,Station-07-Hospital,2024-07-06 17:16:53,41.3,Pending
COMP-01927,CUST-04954,2024-07-05 00:00:00,Connection-Request,Medium,Closed,Station-11-Suburb-East,2024-07-07 14:40:08,62.7,No
COMP-00452,CUST-02347,2024-07-06 00:00:00,Service-Interruption,High,Open,Station-11-Suburb-East,,,
COMP-00521,CUST-02344,2024-07-06 00:00:00,Other,High,Closed,Station-02-Industrial,2024-07-07 16:25:34,40.4,Pending
COMP-00525,CUST-03216,2024-07-06 00:00:00,Billing-Error,Low,Closed,Zone-F-Industrial,2024-07-11 22:41:56,142.7,Yes
COMP-00553,CUST-03387,2024-07-06 00:00:00,High-Bill,Critical,Closed,Zone-E-West,2024-07-06 10:10:00,10.2,No
COMP-01167,CUST-03583,2024-07-06 00:00:00,Service-Interruption,Medium,Closed,Station-01-Downtown,2024-07-09 04:47:06,76.8,No
COMP-01408,CUST-03184,2024-07-06 00:00:00,High-Bill,Medium,Closed,Zone-B-North,2024-07-09 03:06:08,75.1,Pending
COMP-01765,CUST-02200,2024-07-06 00:00:00,Billing-Error,Low,Resolved,Zone-D-East,2024-07-11 16:59:03,137.0,Pending
COMP-01924,CUST-02568,2024-07-06 00:00:00,Connection-Request,Medium,Closed,Station-05-Coastal,2024-07-07 06:03:16,30.1,Yes
COMP-00363,CUST-00289,2024-07-07 00:00:00,Billing-Error,Medium,In-Progress,Station-06-Airport,,,
COMP-01015,CUST-03001,2024-07-07 00:00:00,Water-Quality,Critical,Closed,Station-09-Mall,2024-07-07 09:52:33,9.9,Yes
COMP-01075,CUST-01149,2024-07-07 00:00:00,High-Bill,High,Closed,Station-09-Mall,2024-07-07 07:01:20,7.0,Pending
COMP-01451,CUST-00833,2024-07-07 00:00:00,High-Bill,Medium,Resolved,Zone-G-Coastal,2024-07-09 04:12:54,52.2,Yes
COMP-01614,CUST-03246,2024-07-07 00:00:00,Meter-Issue,Medium,Closed,Station-12-Suburb-West,2024-07-09 19:22:32,67.4,No
COMP-01996,CUST-02495,2024-07-07 00:00:00,High-Bill,High,Resolved,Zone-H-Hills,2024-07-08 09:51:29,33.9,Pending
COMP-00267,CUST-01255,2024-07-08 00:00:00,Service-Interruption,Medium,Closed,Zone-H-Hills,2024-07-10 21:25:36,69.4,Pending
COMP-00355,CUST-02842,2024-07-08 00:00:00,High-Bill,Medium,Closed,Station-09-Mall,2024-07-11 20:15:28,92.3,Yes
COMP-00878,CUST-04447,2024-07-08 00:00:00,Leak-Reported,Low,Resolved,Station-04-Residential-South,2024-07-11 00:14:43,72.2,No
COMP-00906,CUST-04857,2024-07-08 00:00:00,Billing-Error,Medium,Open,Zone-A-Downtown,,,
COMP-01187,CUST-04288,2024-07-08 00:00:00,High-Bill,Critical,Closed,Station-07-Hospital,2024-07-08 05:02:11,5.0,No
COMP-01494,CUST-00865,2024-07-08 00:00:00,Connection-Request,High,Open,Station-08-University,,,
COMP-01779,CUST-00027,2024-07-08 00:00:00,Water-Quality,Medium,Closed,Zone-D-East,2024-07-11 15:47:02,87.8,Pending
COMP-00011,CUST-03036,2024-07-09 00:00:00,High-Bill,Medium,Closed,Station-05-Coastal,2024-07-12 15:07:40,87.1,No
COMP-00028,CUST-04159,2024-07-09 00:00:00,High-Bill,High,Closed,Station-09-Mall,2024-07-10 19:19:34,43.3,Pending
COMP-00092,CUST-01236,2024-07-09 00:00:00,High-Bill,Critical,Closed,Zone-D-East,2024-07-09 03:02:09,3.0,Pending
COMP-00338,CUST-04263,2024-07-09 00:00:00,Water-Quality,High,Closed,Station-02-Industrial,2024-07-10 02:56:52,26.9,No
COMP-00357,CUST-02104,2024-07-09 00:00:00,Service-Interruption,High,Closed,Station-04-Residential-South,2024-07-09 10:00:44,10.0,Yes
COMP-00891,CUST-03672,2024-07-09 00:00:00,High-Bill,Medium,Closed,Station-08-University,2024-07-12 18:20:09,90.3,Yes
COMP-01128,CUST-04710,2024-07-09 00:00:00,Water-Quality,Medium,Closed,Station-08-University,2024-07-10 12:36:33,36.6,No
COMP-01359,CUST-00488,2024-07-09 00:00:00,Water-Quality,Critical,Closed,Station-12-Suburb-West,2024-07-09 09:59:37,10.0,Yes
COMP-01972,CUST-04258,2024-07-09 00:00:00,High-Bill,Low,Closed,Zone-G-Coastal,2024-07-11 13:42:42,61.7,Yes
COMP-00152,CUST-02225,2024-07-10 00:00:00,Leak-Reported,Low,Resolved,Zone-A-Downtown,2024-07-12 16:15:34,64.3,Yes
COMP-00248,CUST-03552,2024-07-10 00:00:00,Leak-Reported,Medium,Closed,Station-12-Suburb-West,2024-07-13 19:16:55,91.3,No
COMP-00583,CUST-02484,2024-07-10 00:00:00,Meter-Issue,Medium,Closed,Station-04-Residential-South,2024-07-11 10:13:59,34.2,Pending
COMP-01912,CUST-02270,2024-07-10 00:00:00,Service-Interruption,Low,Closed,Station-10-Port,2024-07-14 16:30:18,112.5,No
COMP-00239,CUST-03067,2024-07-11 00:00:00,Leak-Reported,Medium,In-Progress,Zone-B-North,,,
COMP-00547,CUST-01140,2024-07-11 00:00:00,Low-Pressure,High,Closed,Station-12-Suburb-West,2024-07-12 20:33:29,44.6,Pending
COMP-00647,CUST-04132,2024-07-11 00:00:00,Water-Quality,Medium,Closed,Station-02-Industrial,2024-07-15 09:06:41,105.1,No
COMP-00726,CUST-01351,2024-07-11 00:00:00,High-Bill,Medium,Closed,Station-02-Industrial,2024-07-15 13:53:13,109.9,Yes
COMP-00779,CUST-04674,2024-07-11 00:00:00,Other,Medium,Resolved,Station-07-Hospital,2024-07-14 06:21:16,78.4,No
COMP-00959,CUST-01098,2024-07-11 00:00:00,Meter-Issue,Low,Closed,Station-12-Suburb-West,2024-07-13 06:25:47,54.4,Pending
COMP-01143,CUST-04980,2024-07-11 00:00:00,Customer-Service,High,Resolved,Station-01-Downtown,2024-07-11 13:13:44,13.2,No
COMP-01352,CUST-02056,2024-07-11 00:00:00,Low-Pressure,Critical,In-Progress,Station-11-Suburb-East,,,
COMP-01897,CUST-00396,2024-07-11 00:00:00,Other,Low,Closed,Station-11-Suburb-East,2024-07-20 20:53:32,236.9,Pending
COMP-00439,CUST-00155,2024-07-12 00:00:00,Water-Quality,Medium,Closed,Station-02-Industrial,2024-07-16 18:40:49,114.7,No
COMP-00640,CUST-00020,2024-07-12 00:00:00,Water-Quality,High,Closed,Zone-H-Hills,2024-07-13 05:48:02,29.8,Yes
COMP-00696,CUST-02948,2024-07-12 00:00:00,Billing-Error,Medium,Closed,Station-03-Residential-North,2024-07-13 14:01:45,38.0,No
COMP-00730,CUST-04366,2024-07-12 00:00:00,Billing-Error,Low,Closed,Zone-H-Hills,2024-07-19 05:13:16,173.2,No
COMP-00741,CUST-03694,2024-07-12 00:00:00,Billing-Error,Low,Closed,Station-09-Mall,2024-07-14 16:18:38,64.3,Pending
COMP-00797,CUST-00298,2024-07-12 00:00:00,Billing-Error,Low,Resolved,Station-03-Residential-North,2024-07-17 22:20:24,142.3,Pending
COMP-01097,CUST-00133,2024-07-12 00:00:00,Service-Interruption,Critical,Closed,Zone-B-North,2024-07-12 10:41:29,10.7,Yes
COMP-01288,CUST-01361,2024-07-12 00:00:00,Service-Interruption,Critical,Closed,Station-08-University,2024-07-12 03:25:02,3.4,No
COMP-01321,CUST-00923,2024-07-12 00:00:00,Billing-Error,Low,Resolved,Zone-B-North,2024-07-20 09:49:25,201.8,No
COMP-01579,CUST-03438,2024-07-12 00:00:00,Water-Quality,Critical,Closed,Station-02-Industrial,2024-07-12 08:15:11,8.3,Pending
COMP-01907,CUST-03414,2024-07-12 00:00:00,Low-Pressure,Low,Closed,Station-03-Residential-North,2024-07-21 21:46:06,237.8,Yes
COMP-01953,CUST-01832,2024-07-12 00:00:00,High-Bill,High,Closed,Station-01-Downtown,2024-07-13 03:47:00,27.8,Yes
COMP-00136,CUST-01767,2024-07-13 00:00:00,Service-Interruption,Critical,Closed,Zone-B-North,2024-07-13 06:16:17,6.3,Yes
COMP-00137,CUST-00952,2024-07-13 00:00:00,Low-Pressure,Medium,Resolved,Station-05-Coastal,2024-07-16 18:14:10,90.2,Pending
COMP-00431,CUST-04639,2024-07-13 00:00:00,High-Bill,Medium,Closed,Zone-B-North,2024-07-16 03:09:46,75.2,Pending
COMP-00465,CUST-01286,2024-07-13 00:00:00,Billing-Error,Low,In-Progress,Zone-C-South,,,
COMP-00476,CUST-02256,2024-07-13 00:00:00,Connection-Request,Low,Closed,Zone-E-West,2024-07-22 16:39:23,232.7,No
COMP-00639,CUST-02176,2024-07-13 00:00:00,Leak-Reported,High,Closed,Station-08-University,2024-07-14 01:06:07,25.1,No
COMP-00732,CUST-01965,2024-07-13 00:00:00,Service-Interruption,High,Closed,Station-04-Residential-South,2024-07-13 10:37:24,10.6,Pending
COMP-01175,CUST-01382,2024-07-13 00:00:00,High-Bill,Critical,Open,Station-12-Suburb-West,,,
COMP-01193,CUST-00801,2024-07-13 00:00:00,High-Bill,High,Closed,Zone-A-Downtown,2024-07-14 14:04:00,38.1,No
COMP-01342,CUST-03966,2024-07-13 00:00:00,Meter-Issue,Critical,Closed,Station-10-Port,2024-07-13 10:00:26,10.0,No
COMP-01526,CUST-00631,2024-07-13 00:00:00,Billing-Error,High,Closed,Station-02-Industrial,2024-07-14 00:34:31,24.6,No
COMP-01842,CUST-04147,2024-07-13 00:00:00,Meter-Issue,Low,Closed,Station-08-University,2024-07-22 04:30:38,220.5,No
COMP-00051,CUST-01065,2024-07-14 00:00:00,Leak-Reported,Low,Closed,Station-12-Suburb-West,2024-07-19 13:31:40,133.5,Pending
COMP-00059,CUST-00598,2024-07-14 00:00:00,Customer-Service,Medium,Closed,Station-06-Airport,2024-07-17 10:58:52,83.0,Pending
COMP-00682,CUST-00032,2024-07-14 00:00:00,Billing-Error,High,Closed,Zone-E-West,2024-07-14 04:13:27,4.2,Yes
COMP-00737,CUST-01105,2024-07-14 00:00:00,Meter-Issue,Low,Resolved,Station-07-Hospital,2024-07-17 07:11:41,79.2,Yes
COMP-01218,CUST-01404,2024-07-14 00:00:00,Meter-Issue,Low,Closed,Zone-H-Hills,2024-07-22 00:17:56,192.3,Pending
COMP-01496,CUST-04216,2024-07-14 00:00:00,High-Bill,Medium,Closed,Station-03-Residential-North,2024-07-15 03:33:00,27.6,No
COMP-01864,CUST-01907,2024-07-14 00:00:00,High-Bill,Medium,Closed,Station-05-Coastal,2024-07-18 05:39:14,101.7,Pending
COMP-01921,CUST-02816,2024-07-14 00:00:00,Billing-Error,Low,Closed,Zone-H-Hills,2024-07-16 20:50:23,68.8,Pending
COMP-00358,CUST-04206,2024-07-15 00:00:00,Low-Pressure,Medium,Closed,Zone-H-Hills,2024-07-19 18:19:09,114.3,No
COMP-00500,CUST-00333,2024-07-15 00:00:00,High-Bill,High,Resolved,Station-12-Suburb-West,2024-07-16 14:44:32,38.7,Yes
COMP-00974,CUST-04218,2024-07-15 00:00:00,Service-Interruption,Critical,In-Progress,Station-07-Hospital,,,
COMP-01242,CUST-01352,2024-07-15 00:00:00,Billing-Error,Low,Resolved,Station-11-Suburb-East,2024-07-23 17:07:21,209.1,No
COMP-01396,CUST-01006,2024-07-15 00:00:00,Service-Interruption,High,Closed,Station-09-Mall,2024-07-15 10:36:59,10.6,Pending
COMP-01409,CUST-04164,2024-07-15 00:00:00,Leak-Reported,High,Closed,Zone-A-Downtown,2024-07-15 14:06:36,14.1,Pending
COMP-01668,CUST-04365,2024-07-15 00:00:00,High-Bill,High,Resolved,Station-05-Coastal,2024-07-16 14:54:38,38.9,No
COMP-01763,CUST-04245,2024-07-15 00:00:00,Customer-Service,High,Closed,Zone-A-Downtown,2024-07-16 04:19:14,28.3,No
COMP-00397,CUST-01853,2024-07-16 00:00:00,Low-Pressure,High,Closed,Zone-H-Hills,2024-07-16 04:00:48,4.0,No
COMP-00668,CUST-02918,2024-07-16 00:00:00,Billing-Error,Medium,Closed,Zone-C-South,2024-07-18 08:35:08,56.6,No
COMP-00813,CUST-03795,2024-07-16 00:00:00,Low-Pressure,Medium,Closed,Station-08-University,2024-07-17 02:03:09,26.1,Yes
COMP-00965,CUST-00332,2024-07-16 00:00:00,High-Bill,High,Closed,Zone-A-Downtown,2024-07-16 08:00:39,8.0,Pending
COMP-01328,CUST-00189,2024-07-16 00:00:00,Leak-Reported,Critical,Closed,Station-12-Suburb-West,2024-07-16 02:33:51,2.6,Pending
COMP-01732,CUST-00488,2024-07-16 00:00:00,High-Bill,Medium,Closed,Station-12-Suburb-West,2024-07-19 15:50:54,87.8,Pending
COMP-00025,CUST-03460,2024-07-17 00:00:00,Water-Quality,Critical,Closed,Zone-E-West,2024-07-17 07:42:43,7.7,Yes
COMP-00042,CUST-03688,2024-07-17 00:00:00,High-Bill,Low,Closed,Zone-A-Downtown,2024-07-20 13:17:20,85.3,No
COMP-00182,CUST-02928,2024-07-17 00:00:00,Low-Pressure,High,Closed,Zone-H-Hills,2024-07-17 07:12:35,7.2,Pending
COMP-00249,CUST-02527,2024-07-17 00:00:00,Low-Pressure,Critical,Closed,Station-04-Residential-South,2024-07-17 11:55:07,11.9,Pending
COMP-00563,CUST-04731,2024-07-17 00:00:00,Billing-Error,Medium,Closed,Zone-B-North,2024-07-21 18:41:52,114.7,Pending
COMP-00627,CUST-04715,2024-07-17 00:00:00,Customer-Service,Medium,Closed,Station-02-Industrial,2024-07-19 13:23:34,61.4,Pending
COMP-00629,CUST-04636,2024-07-17 00:00:00,Service-Interruption,High,Closed,Station-04-Residential-South,2024-07-17 17:39:09,17.7,Yes
COMP-00692,CUST-01403,2024-07-17 00:00:00,High-Bill,Medium,Closed,Station-07-Hospital,2024-07-21 23:46:16,119.8,Pending
COMP-00842,CUST-04986,2024-07-17 00:00:00,Billing-Error,Low,Closed,Zone-D-East,2024-07-26 07:18:23,223.3,No
COMP-01380,CUST-04906,2024-07-17 00:00:00,Low-Pressure,Critical,Resolved,Zone-H-Hills,2024-07-17 07:43:43,7.7,No
COMP-01627,CUST-02324,2024-07-17 00:00:00,High-Bill,Medium,Closed,Zone-E-West,2024-07-21 12:23:40,108.4,Yes
COMP-01692,CUST-00211,2024-07-17 00:00:00,Meter-Issue,Low,Closed,Station-11-Suburb-East,2024-07-25 07:20:27,199.3,Yes
COMP-01840,CUST-00113,2024-07-17 00:00:00,High-Bill,Medium,Closed,Zone-E-West,2024-07-18 11:40:53,35.7,No
COMP-00259,CUST-00858,2024-07-18 00:00:00,Billing-Error,Low,Closed,Station-03-Residential-North,2024-07-25 01:11:10,169.2,No
COMP-01123,CUST-01320,2024-07-18 00:00:00,High-Bill,High,Closed,Zone-F-Industrial,2024-07-19 04:15:58,28.3,No
COMP-01291,CUST-00746,2024-07-18 00:00:00,High-Bill,High,Resolved,Zone-A-Downtown,2024-07-19 20:05:26,44.1,Yes
COMP-01948,CUST-04037,2024-07-18 00:00:00,High-Bill,High,Closed,Zone-D-East,2024-07-19 05:43:41,29.7,Yes
COMP-00157,CUST-01595,2024-07-19 00:00:00,Leak-Reported,Low,Closed,Zone-H-Hills,2024-07-26 17:53:58,185.9,No
COMP-00292,CUST-03017,2024-07-19 00:00:00,Billing-Error,Medium,Resolved,Station-04-Residential-South,2024-07-23 03:34:24,99.6,Yes
COMP-00645,CUST-03999,2024-07-19 00:00:00,Low-Pressure,High,In-Progress,Zone-H-Hills,,,
COMP-00723,CUST-03896,2024-07-19 00:00:00,Connection-Request,Low,Resolved,Station-07-Hospital,2024-07-23 22:40:31,118.7,No
COMP-00799,CUST-04205,2024-07-19 00:00:00,Low-Pressure,High,In-Progress,Zone-F-Industrial,,,
COMP-01060,CUST-00097,2024-07-19 00:00:00,Billing-Error,Low,Resolved,Station-08-University,2024-07-24 09:03:10,129.1,Yes
COMP-01446,CUST-02319,2024-07-19 00:00:00,High-Bill,Medium,Closed,Station-10-Port,2024-07-20 15:26:34,39.4,Yes
COMP-01818,CUST-00657,2024-07-19 00:00:00,High-Bill,High,Closed,Station-08-University,2024-07-19 07:49:57,7.8,Yes
COMP-01975,CUST-04469,2024-07-19 00:00:00,Water-Quality,Medium,Closed,Station-05-Coastal,2024-07-22 06:13:10,78.2,Yes
COMP-01997,CUST-01080,2024-07-19 00:00:00,High-Bill,Critical,Resolved,Zone-E-West,2024-07-19 06:04:05,6.1,No
COMP-00540,CUST-00667,2024-07-20 00:00:00,Other,Medium,Resolved,Zone-B-North,2024-07-24 12:45:17,108.8,No
COMP-00652,CUST-03928,2024-07-20 00:00:00,Leak-Reported,Low,Closed,Station-12-Suburb-West,2024-07-24 19:37:39,115.6,Yes
COMP-01021,CUST-03564,2024-07-20 00:00:00,Billing-Error,High,Closed,Station-12-Suburb-West,2024-07-21 17:18:53,41.3,Yes
COMP-00009,CUST-01106,2024-07-21 00:00:00,Other,High,Closed,Station-11-Suburb-East,2024-07-21 23:01:44,23.0,No
COMP-00143,CUST-03485,2024-07-21 00:00:00,Billing-Error,Medium,Closed,Station-03-Residential-North,2024-07-23 23:58:31,72.0,No
COMP-00277,CUST-02039,2024-07-21 00:00:00,Water-Quality,Low,Closed,Station-04-Residential-South,2024-07-30 03:49:01,219.8,Yes
COMP-00384,CUST-01050,2024-07-21 00:00:00,High-Bill,Low,Closed,Station-04-Residential-South,2024-07-23 09:27:22,57.5,Pending
COMP-00490,CUST-01796,2024-07-21 00:00:00,Other,Low,Closed,Zone-E-West,2024-07-23 13:42:56,61.7,No
COMP-00517,CUST-04815,2024-07-21 00:00:00,Low-Pressure,High,Closed,Station-11-Suburb-East,2024-07-21 11:11:51,11.2,Yes
COMP-00671,CUST-03735,2024-07-21 00:00:00,High-Bill,Medium,Closed,Station-09-Mall,2024-07-22 09:23:16,33.4,No
COMP-00792,CUST-00620,2024-07-21 00:00:00,Billing-Error,Medium,Closed,Zone-D-East,2024-07-24 06:29:08,78.5,No
COMP-01238,CUST-02643,2024-07-21 00:00:00,High-Bill,Low,Closed,Zone-G-Coastal,2024-07-28 12:31:33,180.5,Pending
COMP-01683,CUST-00156,2024-07-21 00:00:00,Low-Pressure,Medium,Resolved,Zone-H-Hills,2024-07-24 19:53:30,91.9,No
COMP-01730,CUST-01320,2024-07-21 00:00:00,Water-Quality,High,Closed,Station-10-Port,2024-07-21 20:00:40,20.0,No
COMP-00202,CUST-02264,2024-07-22 00:00:00,High-Bill,Medium,Closed,Station-07-Hospital,2024-07-23 15:20:32,39.3,No
COMP-00227,CUST-00824,2024-07-22 00:00:00,High-Bill,Medium,Closed,Station-08-University,2024-07-23 19:22:45,43.4,Yes
COMP-00279,CUST-04162,2024-07-22 00:00:00,High-Bill,Critical,Closed,Zone-E-West,2024-07-22 05:28:54,5.5,No
COMP-00348,CUST-04611,2024-07-22 00:00:00,Water-Quality,Critical,In-Progress,Zone-F-Industrial,,,
COMP-00368,CUST-02430,2024-07-22 00:00:00,Service-Interruption,High,Closed,Zone-H-Hills,2024-07-22 18:30:33,18.5,Pending
COMP-00402,CUST-03542,2024-07-22 00:00:00,Customer-Service,Medium,Closed,Zone-B-North,2024-07-23 06:20:52,30.3,No
COMP-00488,CUST-04568,2024-07-22 00:00:00,Water-Quality,Medium,Closed,Station-02-Industrial,2024-07-24 17:38:02,65.6,Yes
COMP-00610,CUST-03081,2024-07-22 00:00:00,Service-Interruption,Low,Resolved,Zone-A-Downtown,2024-07-24 18:38:26,66.6,Pending
COMP-00631,CUST-00812,2024-07-22 00:00:00,Connection-Request,Low,Resolved,Station-05-Coastal,2024-07-31 18:29:50,234.5,No
COMP-00651,CUST-03148,2024-07-22 00:00:00,High-Bill,High,Closed,Zone-C-South,2024-07-22 07:50:50,7.8,No
COMP-00728,CUST-02198,2024-07-22 00:00:00,Low-Pressure,Medium,Closed,Station-11-Suburb-East,2024-07-26 04:06:23,100.1,No
COMP-01303,CUST-02946,2024-07-22 00:00:00,High-Bill,Medium,Closed,Zone-G-Coastal,2024-07-24 15:23:45,63.4,No
COMP-01458,CUST-02008,2024-07-22 00:00:00,High-Bill,High,In-Progress,Zone-H-Hills,,,
COMP-00301,CUST-02831,2024-07-23 00:00:00,Water-Quality,Medium,Closed,Station-04-Residential-South,2024-07-24 21:05:19,45.1,Pending
COMP-00351,CUST-03571,2024-07-23 00:00:00,Water-Quality,High,Closed,Zone-H-Hills,2024-07-23 12:39:41,12.7,No
