⚠️ File truncated for preview (showing first 0.5MB of 0.8MB)
────────────────────────────────────────────────────────────

asset_id,asset_type,install_date,age_years,maintenance_date,maintenance_type,failure_mode,downtime_hours,cost_usd,parts_replaced,priority,completed
Sensor-0756,Sensor,2019-09-09,0.1,2019-10-31,Calibration,,1.1,240.85,No,Normal,Yes
Pump-0003,Pump,2019-07-23,0.3,2019-11-01,Preventive,,2.0,1351.48,No,Normal,Yes
Chlorinator-0516,Chlorinator,2017-04-27,2.5,2019-11-01,Preventive,,2.2,968.87,No,Normal,Yes
Filter-0685,Filter,2014-11-07,5.0,2019-11-01,Preventive,,3.2,341.29,No,Normal,Yes
Meter-0899,Meter,2016-09-19,3.1,2019-11-01,Preventive,,0.7,1222.67,No,Normal,Yes
Motor-0246,Motor,2017-05-15,2.5,2019-11-02,Preventive,,2.4,1197.45,No,Normal,Yes
Pipe-Section-0405,Pipe-Section,2016-09-13,3.1,2019-11-02,Corrective,Wear,11.8,6771.44,No,High,Yes
Sensor-0786,Sensor,2016-07-19,3.3,2019-11-02,Preventive,,0.8,396.39,No,Normal,Yes
Sensor-0806,Sensor,2019-03-17,0.6,2019-11-02,Corrective,Bearing-Failure,8.7,5549.14,Yes,High,Yes
Sensor-0831,Sensor,2015-07-05,4.3,2019-11-02,Preventive,,0.7,292.38,No,Normal,Yes
Filter-0676,Filter,2019-07-26,0.3,2019-11-03,Preventive,,1.8,1106.86,No,Normal,Yes
Sensor-0693,Sensor,2018-12-31,0.8,2019-11-03,Corrective,Software-Error,2.4,5043.99,Yes,High,Yes
Filter-0683,Filter,2017-01-20,2.8,2019-11-04,Inspection,,1.4,438.31,No,Normal,Yes
Chlorinator-0494,Chlorinator,2018-12-04,0.9,2019-11-05,Preventive,,1.2,1142.29,No,Normal,Yes
Meter-0895,Meter,2019-09-19,0.1,2019-11-05,Corrective,Electrical-Fault,9.1,7054.26,Yes,High,Yes
Pump-0006,Pump,2015-05-22,4.5,2019-11-06,Preventive,,2.5,1421.1,No,Normal,Yes
Pump-0103,Pump,2018-01-09,1.8,2019-11-06,Preventive,,2.3,498.46,No,Normal,Yes
Valve-0196,Valve,2018-05-22,1.5,2019-11-06,Emergency,Corrosion,7.0,16268.22,Yes,Critical,Yes
Pipe-Section-0420,Pipe-Section,2017-12-21,1.9,2019-11-06,Preventive,,3.6,735.49,No,Normal,Yes
Filter-0656,Filter,2018-07-14,1.3,2019-11-06,Preventive,,1.9,1479.72,No,Normal,Yes
Sensor-0808,Sensor,2015-05-08,4.5,2019-11-06,Emergency,Seal-Leak,42.5,6200.16,Yes,Critical,Yes
Valve-0183,Valve,2019-02-07,0.7,2019-11-07,Emergency,Software-Error,25.8,20885.68,No,Critical,Yes
Chlorinator-0558,Chlorinator,2018-07-29,1.3,2019-11-07,Corrective,Calibration-Drift,8.4,5289.89,Yes,High,Yes
Chlorinator-0580,Chlorinator,2016-04-29,3.5,2019-11-07,Preventive,,3.5,1122.52,No,Normal,Yes
Valve-0173,Valve,2018-04-10,1.6,2019-11-08,Preventive,,2.8,357.28,No,Normal,Yes
Valve-0212,Valve,2017-12-26,1.9,2019-11-08,Corrective,Seal-Leak,4.7,7397.55,Yes,High,Yes
Pump-0081,Pump,2017-05-18,2.5,2019-11-09,Preventive,,3.0,1345.59,No,Normal,Yes
Valve-0180,Valve,2018-06-26,1.4,2019-11-09,Emergency,Mechanical-Break,10.8,5751.29,No,Critical,Yes
Pipe-Section-0467,Pipe-Section,2018-02-06,1.8,2019-11-09,Corrective,Mechanical-Break,9.3,7024.01,Yes,High,Yes
Chlorinator-0501,Chlorinator,2017-11-23,2.0,2019-11-09,Corrective,Seal-Leak,6.6,7516.23,Yes,High,Yes
Pump-0072,Pump,2019-06-02,0.4,2019-11-10,Preventive,,1.9,779.0,No,Normal,Yes
Pump-0087,Pump,2017-09-18,2.1,2019-11-10,Preventive,,1.2,251.71,No,Normal,Yes
Motor-0276,Motor,2016-03-11,3.7,2019-11-10,Preventive,,0.7,359.76,No,Normal,Yes
Chlorinator-0557,Chlorinator,2016-08-22,3.2,2019-11-10,Preventive,,1.2,1132.44,No,Normal,Yes
Sensor-0709,Sensor,2018-12-26,0.9,2019-11-10,Preventive,,3.3,1441.66,No,Normal,Yes
Pump-0088,Pump,2019-06-20,0.4,2019-11-11,Preventive,,3.4,1011.32,No,Normal,Yes
Chlorinator-0528,Chlorinator,2014-05-21,5.5,2019-11-11,Preventive,,2.4,309.18,No,Normal,Yes
Filter-0610,Filter,2016-08-25,3.2,2019-11-11,Emergency,Mechanical-Break,10.9,9811.59,No,Critical,Yes
Motor-0279,Motor,2014-05-16,5.5,2019-11-12,Corrective,Blockage,6.2,7509.22,No,High,Yes
Motor-0288,Motor,2019-05-29,0.5,2019-11-12,Preventive,,1.7,1162.13,No,Normal,Yes
Pipe-Section-0419,Pipe-Section,2018-02-06,1.8,2019-11-12,Corrective,Seal-Leak,7.7,4923.78,No,High,Yes
Filter-0679,Filter,2019-05-27,0.5,2019-11-12,Preventive,,1.7,490.83,No,Normal,Yes
Sensor-0687,Sensor,2015-05-19,4.5,2019-11-13,Preventive,,0.9,524.27,No,Normal,Yes
Pump-0123,Pump,2017-12-01,2.0,2019-11-14,Corrective,Bearing-Failure,6.1,6589.41,Yes,High,Yes
Motor-0247,Motor,2014-03-01,5.7,2019-11-14,Preventive,,0.9,1193.2,No,Normal,Yes
Filter-0669,Filter,2016-05-06,3.5,2019-11-14,Preventive,,1.4,869.8,No,Normal,Yes
Sensor-0700,Sensor,2018-03-13,1.7,2019-11-14,Corrective,Electrical-Fault,4.1,4720.83,Yes,High,Yes
Sensor-0771,Sensor,2019-10-15,0.1,2019-11-14,Corrective,Bearing-Failure,1.6,6011.47,No,High,Yes
Sensor-0833,Sensor,2018-05-05,1.5,2019-11-14,Corrective,Electrical-Fault,11.5,6791.94,No,High,Yes
Motor-0260,Motor,2017-12-12,1.9,2019-11-15,Inspection,,1.0,476.16,No,Normal,Yes
Motor-0347,Motor,2018-02-03,1.8,2019-11-15,Preventive,,2.8,940.11,No,Normal,Yes
Sensor-0812,Sensor,2016-05-18,3.5,2019-11-15,Corrective,Mechanical-Break,2.3,3771.18,No,High,Yes
Filter-0620,Filter,2017-10-02,2.1,2019-11-16,Preventive,,2.5,920.1,No,Normal,Yes
Meter-0838,Meter,2017-02-19,2.7,2019-11-16,Preventive,,3.8,1487.76,No,Normal,Yes
Pipe-Section-0375,Pipe-Section,2017-12-15,1.9,2019-11-17,Emergency,Blockage,38.4,12025.97,No,Critical,Yes
Filter-0661,Filter,2019-09-04,0.2,2019-11-17,Preventive,,3.4,1379.7,No,Normal,Yes
Motor-0245,Motor,2018-03-09,1.7,2019-11-19,Preventive,,3.6,1142.21,No,Normal,Yes
Motor-0300,Motor,2015-03-30,4.6,2019-11-19,Corrective,Seal-Leak,4.7,1318.27,Yes,High,Yes
Filter-0674,Filter,2018-05-23,1.5,2019-11-19,Emergency,Corrosion,34.0,23301.18,Yes,Critical,Yes
Pump-0020,Pump,2015-07-22,4.3,2019-11-20,Preventive,,0.8,928.93,No,Normal,Yes
Pipe-Section-0379,Pipe-Section,2018-02-04,1.8,2019-11-20,Preventive,,2.2,791.42,No,Normal,Yes
Meter-0837,Meter,2018-08-06,1.3,2019-11-20,Preventive,,1.6,1215.53,No,Normal,Yes
Motor-0294,Motor,2015-07-15,4.4,2019-11-21,Preventive,,3.2,512.54,No,Normal,Yes
Chlorinator-0589,Chlorinator,2019-07-06,0.4,2019-11-21,Preventive,,1.3,511.39,No,Normal,Yes
Chlorinator-0553,Chlorinator,2018-02-22,1.7,2019-11-22,Corrective,Wear,3.5,2829.81,No,High,Yes
Valve-0200,Valve,2019-06-04,0.5,2019-11-23,Preventive,,1.2,805.31,No,Normal,Yes
Chlorinator-0486,Chlorinator,2017-07-15,2.4,2019-11-23,Corrective,Blockage,3.8,2782.9,Yes,High,Yes
Filter-0667,Filter,2015-09-01,4.2,2019-11-23,Preventive,,1.7,295.53,No,Normal,Yes
Meter-0850,Meter,2016-09-11,3.2,2019-11-23,Preventive,,0.5,1182.77,No,Normal,Yes
Chlorinator-0529,Chlorinator,2018-02-12,1.8,2019-11-24,Preventive,,0.5,1120.16,No,Normal,Yes
Valve-0146,Valve,2015-08-19,4.3,2019-11-25,Preventive,,0.7,1173.74,No,Normal,Yes
Meter-0839,Meter,2014-07-13,5.4,2019-11-25,Inspection,,2.0,226.53,No,Normal,Yes
Pump-0026,Pump,2014-08-15,5.3,2019-11-26,Preventive,,3.1,872.53,No,Normal,Yes
Motor-0313,Motor,2015-05-30,4.5,2019-11-26,Inspection,,1.1,195.51,No,Normal,Yes
Pipe-Section-0386,Pipe-Section,2018-06-15,1.4,2019-11-26,Preventive,,3.6,1188.07,No,Normal,Yes
Pipe-Section-0432,Pipe-Section,2017-09-11,2.2,2019-11-26,Emergency,Bearing-Failure,18.4,18303.46,No,Critical,Yes
Chlorinator-0506,Chlorinator,2018-10-08,1.1,2019-11-26,Preventive,,1.2,837.32,No,Normal,Yes
Meter-0852,Meter,2019-02-10,0.8,2019-11-26,Corrective,Seal-Leak,1.2,4888.92,No,High,Yes
Valve-0198,Valve,2017-06-24,2.4,2019-11-27,Preventive,,1.3,951.02,No,Normal,Yes
Motor-0344,Motor,2015-10-06,4.1,2019-11-27,Corrective,Calibration-Drift,2.9,6439.4,No,High,Yes
Pipe-Section-0369,Pipe-Section,2019-02-15,0.8,2019-11-27,Preventive,,2.8,1369.12,No,Normal,Yes
Pipe-Section-0407,Pipe-Section,2019-01-06,0.9,2019-11-27,Preventive,,1.6,961.27,No,Normal,Yes
Filter-0657,Filter,2018-05-23,1.5,2019-11-27,Preventive,,2.8,1236.77,No,Normal,Yes
Pump-0035,Pump,2016-11-14,3.0,2019-11-28,Corrective,Corrosion,2.7,1597.72,No,High,Yes
Motor-0251,Motor,2018-11-26,1.0,2019-11-28,Inspection,,0.5,291.82,No,Normal,Yes
Pump-0061,Pump,2019-09-17,0.2,2019-11-29,Preventive,,3.9,568.59,No,Normal,Yes
Valve-0218,Valve,2019-06-03,0.5,2019-11-29,Preventive,,3.5,660.65,No,Normal,Yes
Motor-0267,Motor,2018-09-09,1.2,2019-11-29,Inspection,,0.7,424.28,No,Normal,Yes
Motor-0271,Motor,2014-10-25,5.1,2019-11-29,Preventive,,1.6,748.09,No,Normal,Yes
Motor-0297,Motor,2017-11-30,2.0,2019-11-29,Corrective,Mechanical-Break,11.0,6507.06,No,High,Yes
Valve-0225,Valve,2019-08-05,0.3,2019-11-30,Preventive,,2.7,1177.7,No,Normal,Yes
Motor-0291,Motor,2018-10-08,1.1,2019-12-01,Preventive,,3.7,1241.11,No,Normal,Yes
Pipe-Section-0465,Pipe-Section,2016-04-09,3.6,2019-12-01,Corrective,Seal-Leak,6.7,6309.57,No,High,Yes
Sensor-0813,Sensor,2016-08-25,3.3,2019-12-02,Corrective,Corrosion,4.3,1012.66,Yes,High,Yes
Pump-0052,Pump,2018-10-03,1.2,2019-12-03,Preventive,,3.7,718.22,No,Normal,Yes
Motor-0238,Motor,2018-09-28,1.2,2019-12-03,Corrective,Electrical-Fault,5.0,7833.5,No,High,Yes
Pipe-Section-0462,Pipe-Section,2018-08-22,1.3,2019-12-04,Preventive,,0.5,1011.14,No,Normal,Yes
Pipe-Section-0362,Pipe-Section,2017-08-25,2.3,2019-12-05,Preventive,,0.7,660.25,No,Normal,Yes
Pipe-Section-0428,Pipe-Section,2017-05-09,2.6,2019-12-05,Corrective,Wear,3.4,5333.01,Yes,High,Yes
Chlorinator-0492,Chlorinator,2019-08-30,0.3,2019-12-05,Preventive,,2.6,1483.41,No,Normal,Yes
Motor-0257,Motor,2017-11-22,2.0,2019-12-06,Corrective,Wear,9.3,7291.48,No,High,Yes
Chlorinator-0508,Chlorinator,2015-07-29,4.4,2019-12-06,Calibration,,1.4,461.28,No,Normal,Yes
Chlorinator-0564,Chlorinator,2017-03-07,2.8,2019-12-06,Preventive,,3.5,744.9,No,Normal,Yes
Pump-0017,Pump,2019-03-20,0.7,2019-12-07,Preventive,,3.9,420.06,No,Normal,Yes
Chlorinator-0568,Chlorinator,2019-02-12,0.8,2019-12-07,Inspection,,1.4,269.55,No,Normal,Yes
Chlorinator-0584,Chlorinator,2019-08-22,0.3,2019-12-07,Corrective,Corrosion,4.1,2108.14,Yes,High,Yes
Sensor-0731,Sensor,2015-02-23,4.8,2019-12-07,Preventive,,2.3,392.44,No,Normal,Yes
Sensor-0756,Sensor,2019-09-09,0.2,2019-12-07,Preventive,,3.3,420.06,No,Normal,Yes
Sensor-0794,Sensor,2019-06-26,0.4,2019-12-07,Preventive,,0.8,1391.91,No,Normal,Yes
Sensor-0834,Sensor,2018-05-06,1.6,2019-12-07,Preventive,,0.5,520.47,No,Normal,Yes
Motor-0283,Motor,2014-01-15,5.9,2019-12-08,Preventive,,0.9,792.41,No,Normal,Yes
Pipe-Section-0473,Pipe-Section,2017-03-20,2.7,2019-12-08,Corrective,Calibration-Drift,3.6,4926.09,Yes,High,Yes
Valve-0194,Valve,2018-05-19,1.6,2019-12-09,Corrective,Corrosion,3.2,2575.82,No,High,Yes
Pipe-Section-0469,Pipe-Section,2019-08-21,0.3,2019-12-09,Corrective,Corrosion,3.6,7793.13,No,High,Yes
Filter-0643,Filter,2019-08-22,0.3,2019-12-09,Preventive,,2.0,362.41,No,Normal,Yes
Meter-0887,Meter,2019-06-12,0.5,2019-12-09,Preventive,,2.8,901.99,No,Normal,Yes
Chlorinator-0599,Chlorinator,2015-12-16,4.0,2019-12-10,Corrective,Electrical-Fault,4.1,4627.53,Yes,High,Yes
Pump-0081,Pump,2017-05-18,2.6,2019-12-11,Emergency,Software-Error,17.2,17244.42,Yes,Critical,Yes
Pipe-Section-0400,Pipe-Section,2018-07-19,1.4,2019-12-11,Preventive,,1.8,1246.35,No,Normal,Yes
Filter-0610,Filter,2016-08-25,3.3,2019-12-11,Corrective,Corrosion,10.6,1171.7,No,High,Yes
Filter-0680,Filter,2018-08-09,1.3,2019-12-11,Preventive,,1.9,452.47,No,Normal,Yes
Sensor-0719,Sensor,2017-10-02,2.2,2019-12-11,Preventive,,1.8,241.76,No,Normal,Yes
Sensor-0761,Sensor,2016-03-22,3.7,2019-12-11,Preventive,,2.7,1265.08,No,Normal,Yes
Chlorinator-0597,Chlorinator,2019-02-23,0.8,2019-12-13,Preventive,,0.6,728.09,No,Normal,Yes
Sensor-0726,Sensor,2017-05-25,2.6,2019-12-13,Preventive,,2.5,1062.78,No,Normal,Yes
Sensor-0831,Sensor,2015-07-05,4.4,2019-12-13,Corrective,Corrosion,3.1,6295.7,Yes,High,Yes
Meter-0884,Meter,2019-10-11,0.2,2019-12-13,Corrective,Mechanical-Break,9.0,7096.38,No,High,Yes
Pump-0106,Pump,2017-09-25,2.2,2019-12-14,Preventive,,3.3,1238.43,No,Normal,Yes
Filter-0639,Filter,2018-08-18,1.3,2019-12-14,Preventive,,2.8,476.12,No,Normal,Yes
Pump-0084,Pump,2015-12-18,4.0,2019-12-15,Preventive,,2.0,297.17,No,Normal,Yes
Valve-0174,Valve,2019-09-11,0.3,2019-12-15,Preventive,,3.3,1416.02,No,Normal,Yes
Motor-0250,Motor,2018-03-22,1.7,2019-12-15,Preventive,,3.7,1184.34,No,Normal,Yes
Chlorinator-0565,Chlorinator,2018-12-21,1.0,2019-12-16,Corrective,Calibration-Drift,9.0,5001.3,No,High,Yes
Meter-0888,Meter,2015-05-28,4.6,2019-12-16,Preventive,,2.2,832.52,No,Normal,Yes
Pump-0029,Pump,2017-09-11,2.3,2019-12-17,Inspection,,0.4,223.5,No,Normal,Yes
Valve-0191,Valve,2019-04-17,0.7,2019-12-17,Corrective,Wear,4.7,1533.61,Yes,High,Yes
Valve-0211,Valve,2016-08-03,3.4,2019-12-17,Emergency,Seal-Leak,44.3,14606.09,Yes,Critical,Yes
Valve-0224,Valve,2019-06-22,0.5,2019-12-17,Corrective,Wear,2.2,4553.84,No,High,Yes
Valve-0237,Valve,2017-04-24,2.6,2019-12-17,Preventive,,3.2,1196.9,No,Normal,Yes
Chlorinator-0516,Chlorinator,2017-04-27,2.6,2019-12-18,Preventive,,2.1,1355.66,No,Normal,Yes
Pump-0093,Pump,2018-11-24,1.1,2019-12-19,Preventive,,0.7,1404.16,No,Normal,Yes
Pipe-Section-0436,Pipe-Section,2015-03-08,4.8,2019-12-19,Preventive,,0.8,1369.34,No,Normal,Yes
Valve-0143,Valve,2017-01-07,3.0,2019-12-20,Preventive,,3.5,1254.34,No,Normal,Yes
Valve-0226,Valve,2018-03-30,1.7,2019-12-21,Preventive,,1.3,611.13,No,Normal,Yes
Motor-0286,Motor,2018-12-31,1.0,2019-12-21,Corrective,Wear,1.0,6695.35,No,High,Yes
Motor-0308,Motor,2017-03-22,2.8,2019-12-21,Corrective,Calibration-Drift,6.1,1690.51,Yes,High,Yes
Pipe-Section-0355,Pipe-Section,2018-09-20,1.3,2019-12-21,Corrective,Blockage,8.2,1369.17,No,High,Yes
Pipe-Section-0378,Pipe-Section,2015-07-03,4.5,2019-12-22,Preventive,,3.5,1332.82,No,Normal,Yes
Sensor-0796,Sensor,2019-07-03,0.5,2019-12-22,Corrective,Mechanical-Break,5.0,1147.45,Yes,High,Yes
Motor-0246,Motor,2017-05-15,2.6,2019-12-23,Corrective,Calibration-Drift,2.1,6613.69,Yes,High,Yes
Motor-0343,Motor,2018-12-29,1.0,2019-12-23,Corrective,Calibration-Drift,11.9,2081.36,No,High,Yes
Meter-0875,Meter,2015-03-21,4.8,2019-12-23,Corrective,Electrical-Fault,6.0,1769.55,Yes,High,Yes
Pipe-Section-0403,Pipe-Section,2015-07-28,4.4,2019-12-24,Preventive,,3.6,664.51,No,Normal,Yes
Filter-0646,Filter,2017-04-15,2.7,2019-12-24,Preventive,,0.7,621.78,No,Normal,Yes
Pump-0114,Pump,2019-10-28,0.2,2019-12-25,Emergency,Calibration-Drift,36.3,16992.53,Yes,Critical,Yes
Pump-0117,Pump,2018-04-22,1.7,2019-12-25,Preventive,,3.4,1106.5,No,Normal,Yes
Motor-0261,Motor,2018-07-22,1.4,2019-12-26,Preventive,,1.8,657.94,No,Normal,Yes
Pipe-Section-0352,Pipe-Section,2017-03-01,2.8,2019-12-26,Preventive,,3.1,598.5,No,Normal,Yes
Pipe-Section-0433,Pipe-Section,2019-08-09,0.4,2019-12-26,Corrective,Wear,2.5,3411.03,Yes,High,Yes
Filter-0658,Filter,2019-02-05,0.9,2019-12-26,Preventive,,2.0,672.14,No,Normal,Yes
Filter-0679,Filter,2019-05-27,0.6,2019-12-26,Emergency,Seal-Leak,13.6,12887.56,Yes,Critical,Yes
Sensor-0795,Sensor,2019-09-02,0.3,2019-12-26,Preventive,,3.6,814.18,No,Normal,Yes
Pump-0065,Pump,2019-06-05,0.6,2019-12-27,Preventive,,3.0,915.64,No,Normal,Yes
Pipe-Section-0380,Pipe-Section,2014-10-12,5.2,2019-12-27,Emergency,Calibration-Drift,14.9,7068.62,No,Critical,Yes
Filter-0676,Filter,2019-07-26,0.4,2019-12-27,Inspection,,1.8,431.86,No,Normal,Yes
Sensor-0765,Sensor,2018-05-13,1.6,2019-12-27,Corrective,Calibration-Drift,6.8,7443.07,Yes,High,Yes
Valve-0138,Valve,2016-11-30,3.1,2019-12-28,Inspection,,0.5,129.38,No,Normal,Yes
Motor-0312,Motor,2019-11-17,0.1,2019-12-28,Corrective,Seal-Leak,3.9,1561.16,No,High,Yes
Pipe-Section-0385,Pipe-Section,2016-07-06,3.5,2019-12-28,Preventive,,0.9,854.42,No,Normal,Yes
Filter-0682,Filter,2017-08-21,2.4,2019-12-28,Emergency,Software-Error,46.5,9449.57,Yes,Critical,Yes
Motor-0245,Motor,2018-03-09,1.8,2019-12-29,Preventive,,1.3,616.56,No,Normal,Yes
Pipe-Section-0416,Pipe-Section,2019-05-24,0.6,2019-12-29,Emergency,Seal-Leak,30.5,21219.81,Yes,Critical,Yes
Pipe-Section-0431,Pipe-Section,2019-06-01,0.6,2019-12-29,Corrective,Bearing-Failure,2.9,4832.78,No,High,Yes
Filter-0668,Filter,2018-09-01,1.3,2019-12-29,Inspection,,1.1,168.33,No,Normal,Yes
Meter-0846,Meter,2018-12-04,1.1,2019-12-29,Inspection,,0.3,372.71,No,Normal,Yes
Meter-0920,Meter,2018-11-12,1.1,2019-12-29,Preventive,,1.5,1093.55,No,Normal,Yes
Pump-0089,Pump,2016-05-10,3.6,2019-12-31,Preventive,,3.5,745.59,No,Normal,Yes
Valve-0169,Valve,2018-10-26,1.2,2019-12-31,Emergency,Electrical-Fault,22.7,23183.87,No,Critical,Yes
Pipe-Section-0448,Pipe-Section,2018-03-30,1.8,2019-12-31,Preventive,,1.3,1247.4,No,Normal,Yes
Chlorinator-0487,Chlorinator,2015-12-21,4.0,2019-12-31,Corrective,Calibration-Drift,2.3,2588.33,Yes,High,Yes
Meter-0889,Meter,2018-03-18,1.8,2019-12-31,Corrective,Software-Error,7.2,3488.0,No,High,Yes
Meter-0881,Meter,2016-06-03,3.6,2020-01-01,Preventive,,1.8,352.28,No,Normal,Yes
Chlorinator-0541,Chlorinator,2019-02-23,0.9,2020-01-02,Preventive,,3.2,674.96,No,Normal,Yes
Filter-0669,Filter,2016-05-06,3.7,2020-01-02,Corrective,Mechanical-Break,7.5,7445.66,No,High,Yes
Sensor-0724,Sensor,2019-10-05,0.2,2020-01-02,Preventive,,3.2,778.36,No,Normal,Yes
Meter-0915,Meter,2018-11-27,1.1,2020-01-02,Preventive,,0.8,1425.56,No,Normal,Yes
Meter-0919,Meter,2016-09-03,3.3,2020-01-02,Emergency,Wear,43.7,18574.21,Yes,Critical,Yes
Pump-0091,Pump,2015-12-07,4.1,2020-01-03,Preventive,,1.4,1155.02,No,Normal,Yes
Pipe-Section-0441,Pipe-Section,2019-01-11,1.0,2020-01-03,Preventive,,2.3,561.32,No,Normal,Yes
Chlorinator-0491,Chlorinator,2016-03-01,3.8,2020-01-03,Preventive,,2.7,1202.99,No,Normal,Yes
Filter-0665,Filter,2017-08-31,2.3,2020-01-03,Preventive,,1.1,1422.2,No,Normal,Yes
Motor-0292,Motor,2017-02-18,2.9,2020-01-04,Corrective,Software-Error,6.9,5753.48,No,High,Yes
Motor-0332,Motor,2016-11-08,3.2,2020-01-04,Corrective,Wear,6.9,4282.79,Yes,High,Yes
Chlorinator-0513,Chlorinator,2019-07-24,0.4,2020-01-04,Preventive,,1.7,1083.54,No,Normal,Yes
Pipe-Section-0391,Pipe-Section,2017-06-14,2.6,2020-01-05,Preventive,,1.8,840.12,No,Normal,Yes
Sensor-0749,Sensor,2017-10-19,2.2,2020-01-05,Preventive,,3.1,1218.14,No,Normal,Yes
Motor-0257,Motor,2017-11-22,2.1,2020-01-06,Emergency,Seal-Leak,26.7,15877.3,Yes,Critical,Yes
Chlorinator-0542,Chlorinator,2017-03-31,2.8,2020-01-06,Corrective,Corrosion,9.2,7780.46,Yes,High,Yes
Chlorinator-0561,Chlorinator,2016-08-13,3.4,2020-01-06,Preventive,,2.2,833.35,No,Normal,Yes
Filter-0671,Filter,2017-10-30,2.2,2020-01-06,Corrective,Blockage,8.1,1329.88,No,High,Yes
Sensor-0794,Sensor,2019-06-26,0.5,2020-01-06,Corrective,Wear,11.9,6601.73,No,High,Yes
Pump-0088,Pump,2019-06-20,0.6,2020-01-07,Corrective,Bearing-Failure,9.9,7063.59,No,High,Yes
Motor-0256,Motor,2019-03-19,0.8,2020-01-07,Preventive,,3.7,1015.57,No,Normal,Yes
Motor-0339,Motor,2015-10-13,4.2,2020-01-07,Preventive,,3.8,1139.72,No,Normal,Yes
Valve-0206,Valve,2016-10-06,3.3,2020-01-08,Preventive,,1.0,519.39,No,Normal,Yes
Filter-0663,Filter,2015-01-22,5.0,2020-01-08,Emergency,Calibration-Drift,11.9,12084.42,Yes,Critical,Yes
Sensor-0709,Sensor,2018-12-26,1.0,2020-01-09,Corrective,Software-Error,8.0,7688.28,Yes,High,Yes
Pipe-Section-0480,Pipe-Section,2016-11-11,3.2,2020-01-10,Preventive,,2.4,1352.93,No,Normal,Yes
Meter-0842,Meter,2017-03-12,2.8,2020-01-10,Preventive,,3.2,200.39,No,Normal,Yes
Valve-0176,Valve,2016-07-11,3.5,2020-01-11,Preventive,,0.9,1437.11,No,Normal,Yes
Chlorinator-0496,Chlorinator,2019-02-21,0.9,2020-01-11,Preventive,,0.7,469.93,No,Normal,Yes
Motor-0281,Motor,2019-04-11,0.8,2020-01-12,Corrective,Electrical-Fault,3.9,5650.66,No,High,Yes
Sensor-0814,Sensor,2016-07-10,3.5,2020-01-12,Corrective,Wear,10.5,4490.81,Yes,High,Yes
Pump-0034,Pump,2018-01-29,2.0,2020-01-13,Preventive,,3.9,665.47,No,Normal,Yes
Motor-0294,Motor,2015-07-15,4.5,2020-01-13,Corrective,Blockage,1.9,2674.43,No,High,Yes
Pipe-Section-0379,Pipe-Section,2018-02-04,1.9,2020-01-13,Emergency,Wear,5.0,11819.39,No,Critical,Yes
Sensor-0753,Sensor,2015-05-19,4.7,2020-01-13,Preventive,,1.8,720.45,No,Normal,Yes
Valve-0222,Valve,2017-05-10,2.7,2020-01-14,Preventive,,1.9,374.76,No,Normal,Yes
Motor-0248,Motor,2017-10-07,2.3,2020-01-14,Corrective,Bearing-Failure,5.2,4051.05,Yes,High,Yes
Chlorinator-0568,Chlorinator,2019-02-12,0.9,2020-01-14,Preventive,,3.4,1025.34,No,Normal,Yes
Chlorinator-0591,Chlorinator,2015-02-13,4.9,2020-01-14,Corrective,Seal-Leak,4.1,2703.38,Yes,High,Yes
Filter-0617,Filter,2016-07-12,3.5,2020-01-14,Inspection,,0.9,460.21,No,Normal,Yes
Filter-0623,Filter,2014-11-05,5.2,2020-01-14,Preventive,,3.2,707.09,No,Normal,Yes
Pump-0051,Pump,2015-01-08,5.0,2020-01-15,Corrective,Electrical-Fault,2.3,1871.93,No,High,Yes
Pipe-Section-0464,Pipe-Section,2019-05-28,0.6,2020-01-15,Preventive,,1.0,332.2,No,Normal,Yes
Chlorinator-0510,Chlorinator,2019-09-22,0.3,2020-01-15,Preventive,,2.8,1235.45,No,Normal,Yes
Pump-0033,Pump,2017-12-11,2.1,2020-01-16,Preventive,,2.1,611.19,No,Normal,Yes
Sensor-0786,Sensor,2016-07-19,3.5,2020-01-16,Preventive,,2.2,817.23,No,Normal,Yes
Pipe-Section-0375,Pipe-Section,2017-12-15,2.1,2020-01-17,Preventive,,2.1,397.38,No,Normal,Yes
Sensor-0834,Sensor,2018-05-06,1.7,2020-01-17,Emergency,Software-Error,10.7,10494.36,Yes,Critical,Yes
Meter-0838,Meter,2017-02-19,2.9,2020-01-17,Preventive,,2.3,540.1,No,Normal,Yes
Valve-0202,Valve,2018-10-04,1.3,2020-01-18,Corrective,Wear,9.6,7833.5,Yes,High,Yes
Chlorinator-0533,Chlorinator,2018-09-02,1.4,2020-01-18,Preventive,,1.5,851.81,No,Normal,Yes
Filter-0653,Filter,2019-08-15,0.4,2020-01-18,Preventive,,3.6,1140.35,No,Normal,Yes
Sensor-0759,Sensor,2016-05-07,3.7,2020-01-18,Preventive,,1.0,1001.19,No,Normal,Yes
Sensor-0805,Sensor,2015-02-20,4.9,2020-01-18,Preventive,,1.9,296.89,No,Normal,Yes
Meter-0887,Meter,2019-06-12,0.6,2020-01-18,Emergency,Software-Error,19.7,11448.25,Yes,Critical,Yes
Motor-0272,Motor,2016-04-21,3.7,2020-01-19,Corrective,Corrosion,1.1,1154.29,Yes,High,Yes
Pipe-Section-0453,Pipe-Section,2018-11-13,1.2,2020-01-19,Preventive,,3.5,1026.49,No,Normal,Yes
